,Product Name,Price,Description,Rating
213,"Samsung Galaxy A53 (Awesome Blue, 128 GB)","₹38,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display64MP + 12MP + 5MP + 5MP | 32MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box,3.9
214,"Samsung Galaxy A34 5G (Awesome Silver, 128 GB)","₹35,499","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",3.3
215,"Mi 11X Pro (Cosmic Black, 256 GB)","₹34,990",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 5MP | 20MP Front Camera4520 mAh BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.5
216,SBMS Flip Cover for vivo V29 5G Back Cover Case with Magnatic Closure,₹247,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover7 Days Replacement,4.3
217,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4
218,"OPPO Reno8 5G (Shimmer Black, 128 GB)","₹26,999",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 1300 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
219,"OPPO Reno14 5G (FOREST GREEN, 256 GB)","₹39,999",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2
220,"Mi 10T (Cosmic Black, 128 GB)","₹37,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.3
221,"Apple iPhone SE (White, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
222,"V-TAN Back Cover for Vivo V27, Vivo V27 5G",₹298,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA,4.7
223,"Save Club Back Cover for Vivo X90 5G, [Not For Vivo X90 Pro 5G]",₹592,"Suitable For: MobileMaterial: Rubber, PlasticTheme: No ThemeType: Back Cover",4.5
224,"Apple iPhone SE (Black, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5
225,"Samsung Galaxy A34 5G (Awesome Graphite, 256 GB)","₹39,499","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display48MP + 8MP + 5MP | 13MP Front Camera5000 mAh Li-ion Battery BatteryDimensity 1080, Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories",5
226,gadvik Back Cover for vivo V27 PRO 5G,₹282,Suitable For: MobileMaterial: SiliconTheme: No ThemeType: Back CoverWarranty of the product is limited to manufacturing defects only.,3
227,TWIGLO Flip Cover for VIVO X90 5G,₹267,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",3.8
228,"Apple iPhone SE (Red, 64 GB)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
229,"Mi 10T Pro (Lunar Silver, 128 GB)","₹38,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 13MP + 5MP | 20MP Front Camera5000 mAh Li-ion Polymer BatteryQualcomm Snapdragon 865 Processor144Hz Intelligent AdaptiveSync Display33W Dual Split Flash Charge1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.6
230,"vivo V23 Pro 5G (Stardust Black, 128 GB)","₹38,990",8 GB RAM | 128 GB ROM | Expandable Upto 12 GB16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.9
231,"vivo V23 Pro 5G (Sunshine Gold, 128 GB)","₹38,990",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
232,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.7
233,Fashion Flip Cover for Vivo V27 Pro 5G,₹474,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover,4.4
234,"IQOO 3 (Tornado Black, 128 GB)","₹37,990","8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories",4.4
235,"IQOO 3 (Quantum Silver, 128 GB)","₹37,990","8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display48MP + 13MP + 13MP + 2MP | 16MP Front Camera4440 mAh Li-ion BatteryQualcomm Snapdragon 865 ProcessorIn-Display Fingerprint Sensor, Monster Touch Buttons55 W Super Flash ChargeSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and Accessories",4.4
236,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.4
237,gadvik Back Cover for Vivo V27 5G,₹276,"Suitable For: MobileMaterial: Silicon, Rubber, Thermoplastic PolyurethaneTheme: See-through DesignType: Back CoverWarranty of the product is limited to manufacturing defects only.",4.4
238,"Lenovo Z6 Pro (Black, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.23 cm (6.39 inch) Full HD+ Display48MP + 2MP + 16MP + 8MP | 32MP Front Camera4000 mAh Li-polymer BatteryQualcomm SDM855 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
239,"vivo X50 (Glaze Black, 128 GB)","₹39,990",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display48MP + 13MP + 8MP + 5MP | 32MP Front Camera4200 mAh Lithium-ion BatteryQualcomm Snapdragon 730 Processor33W Vivo FlashCharge 2.01 Year for Handset and 6 Months for In-box Accessories,4.3
240,"Apple iPhone 16 (Black, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5
241,"Nokia 105 Classic Single Sim Keypad Phone, Without Charger",₹994,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Month Company Domestic Warranty by Company Authorized Service Center.,4.4
242,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
243,"Apple iPhone 17 (Black, 256 GB)","₹82,900","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty",4.6
244,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.7
245,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
246,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
247,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)","₹11,999",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
248,"MOTOROLA G96 5G (Pantone Greener Pastures, 128 GB)","₹17,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
249,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)","₹14,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
250,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)","₹14,999",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
251,"vivo T4 5G (Phantom Grey, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.4
252,"MOTOROLA g67 power 5G (Pantone Cilantro, 128 GB)","₹15,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera7000 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
253,"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)","₹18,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.4
254,"Apple iPhone 16 (Teal, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4
255,"Apple iPhone 17 (Lavender, 256 GB)","₹82,900","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP | 18MP Front CameraA19 Chip, 6 Core Processor ProcessorApple One (1) Year Limited Warranty",3.5
256,"vivo T4 5G (Emerald Blaze, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.1
257,"vivo T4 5G (Phantom Grey, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.4
258,"vivo T4 5G (Emerald Blaze, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.7
259,"vivo T4 5G (Phantom Grey, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.7
260,"Apple iPhone 16 (Pink, 128 GB)","₹64,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
261,"vivo T4x 5G (Marine Blue, 128 GB)","₹15,499",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,3.9
262,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3.3
263,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
264,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Display32MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.4
265,Kechaoda A26_black,₹888,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB1.68 cm (0.66 inch) NA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor3 Months Company Warranty,4
266,SBMS Flip Cover for vivo V29 5G Back Cover Case with Magnatic Closure,₹247,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover7 Days Replacement,4.3
267,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4.5
268,"vivo T4x 5G (Glacial Teal, 128 GB)","₹16,499",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.5
269,"OPPO K14x 5G (Icy Blue, 128 GB)","₹14,999",4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
270,"OPPO K14x 5G (Prism Violet, 128 GB)","₹14,999",4 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.7
271,"OPPO K14x 5G (Prism Violet, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.3
272,"V-TAN Back Cover for Vivo V27, Vivo V27 5G",₹298,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back CoverNA,4.6
273,"Save Club Back Cover for Vivo X90 5G, [Not For Vivo X90 Pro 5G]",₹592,"Suitable For: MobileMaterial: Rubber, PlasticTheme: No ThemeType: Back Cover",5
274,"OPPO K14x 5G (Icy Blue, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM17.14 cm (6.75 inch) HD+ Display50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens6500 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,3
275,"vivo T4x 5G (Pronto Purple, 128 GB)","₹16,499",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.4
276,gadvik Back Cover for vivo V27 PRO 5G,₹282,Suitable For: MobileMaterial: SiliconTheme: No ThemeType: Back CoverWarranty of the product is limited to manufacturing defects only.,4.4
277,TWIGLO Flip Cover for VIVO X90 5G,₹267,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4.4
278,"REDMI Note 14 SE 5G (Titan Black, 128 GB)","₹13,999",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories,4.6
279,"vivo T4x 5G (Glacial Teal, 128 GB)","₹15,499",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.6
280,"vivo T4x 5G (Pronto Purple, 128 GB)","₹15,499",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories,4.2
281,"vivo T4 5G (Emerald Blaze, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP (OIS) + 2MP | 32MP Front Camera7300 mAh BatterySnapdragon 7s Gen 3 5G Processor1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,4.2
282,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.4
283,Fashion Flip Cover for Vivo V27 Pro 5G,₹474,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover,4.4
284,"Google Pixel 7 (Obsidian, 128 GB)","₹33,999",8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,4.6
285,"OnePlus 13s 5G (Green Silk, 512 GB)","₹56,295",12 GB RAM | 512 GB ROM16.05 cm (6.32 inch) Display50MP Rear Camera5850 mAh Battery1 Year Warranty,4.6
286,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.6
287,gadvik Back Cover for Vivo V27 5G,₹276,"Suitable For: MobileMaterial: Silicon, Rubber, Thermoplastic PolyurethaneTheme: See-through DesignType: Back CoverWarranty of the product is limited to manufacturing defects only.",3.9
288,"Samsung Galaxy Z Flip5 (Mint, 256 GB)","₹99,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6
289,"Samsung Galaxy S23 FE (Purple, 256 GB)","₹84,999",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatteryExynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
290,"Samsung Galaxy Z Flip5 (Graphite, 256 GB)","₹53,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6
291,"Apple iPhone 14 (Blue, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
292,"Apple iPhone 12 (Blue, 128 GB)","₹54,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",3.9
293,"Samsung Galaxy Z Flip6 5G (Silver Shadow, 256 GB)","₹74,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4000 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
294,"Samsung Galaxy Z Flip6 5G (Blue, 256 GB)","₹85,850",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4000 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
295,"Samsung Galaxy S23 FE (Cream, 256 GB)","₹37,999",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
296,"Samsung Galaxy Z Flip5 (Graphite, 512 GB)","₹1,09,999",8 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6
297,"Apple iPhone 14 (Starlight, 128 GB)","₹54,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.5
298,"Google Pixel 9 Pro XL (Hazel, 256 GB)","₹1,24,999",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,4.5
299,"Samsung Galaxy Z Flip7 5G (Jetblack, 512 GB)","₹1,21,999",12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4300 mAh BatteryExynos 2500 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
300,"ASUS ROG 5s (Storm White, 256 GB)","₹63,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 888 Plus (SM8350) Processor1 Year Brand Warranty,4
301,"Apple iPhone 11 (Purple, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.,4.2
302,"Apple iPhone 12 (White, 256 GB)","₹64,900","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
303,"Apple iPhone XR (Black, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,4
304,"OnePlus 9RT 5G (Nano Silver, 256 GB)","₹48,999",8 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Display48MP Rear Camera4500 mAh Battery1 yera,3.3
305,"ASUS ROG 5s (Black, 256 GB)","₹62,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh BatteryQualcomm Snapdragon 888 Plus (SM8350) Processor1 Year Brand Warranty,4.2
306,"Motorola Edge 50 Pro 5G with 68W Charger (Vanilla Cream, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,4.5
307,"Apple iPhone 5s (Space Grey, 16 GB)","₹25,000",16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA7 64-bit processor and M7 Motion Co-processor1 Year Manufacturer Warranty,4.6
